0,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
0,my whole body feels itchy and like its on fire 
0,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
0,@Kwesidei not the whole crew 
0,Need a hug 
0,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
0,@Tatiana_K nope they didn't have it 
0,@twittera que me muera ? 
0,spring break in plain city... it's snowing 
0,I just re-pierced my ears 
0,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
0,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
0,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
0,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!
0,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?
0,about to file taxes 
0,@LettyA ahh ive always wanted to see rent  love the soundtrack!!
0,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 
0,@alydesigns i was out most of the day so didn't get much done 
0,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* "
0,@angry_barista I baked you a cake but I ated it 
0,this week is not going as i had hoped 
0,blagh class at 8 tomorrow 
0,I hate when I have to call and wake people up 
0,Just going to cry myself to sleep after watching Marley and Me.  
4,"Schoolioo, Easy Day. Star Trek &amp; Mall w/ Allison tonight "
4,@EstrellaBella10 Looks like someone read the handbook of &quot;How to get on the good side of new co-workers&quot; #brownies 
4,KAJ??? I ve loved you all my life!!!  
4,finally weekend! 
4,@SteviBianca keep quoting Soulja Boy and i WILL block u. Happy Friday 
4,"zomg, my previous tweet was my 101th!  movie screening at home starting soon, "
4,I saw @paigejavier at Mary Grace! 
4,1 thing I like about the subway: randomly meeting someone I hadn't seen in 2+ yrs!  Love weird coincidences!
4,@GillDeCosemo Thank you for the follow friday 
4,and this  http://bit.ly/19bJGz
4,@ItsJustDi 
4,Holy Only 12 fucking days till i see callum 
4,@sonnycentral Thank you! I did  Have a great day!
4,@JonathanRKnight You have the same sense of humor as one of my friends...LOVE IT! 
4,I'm eating cheezits...with TWO flavors!  sharp cheddar &amp; parmesan. :-D
4,TGIF snitches!!....kids acting chill...its payday...keyshia/keri concert tonight..doubled up on excedrin. today is gonna be a good day! 
4,Going to class till noon.....Jammin out to the radio!! 
4,#followfriday because he is as sick in the head as I am (and was whining he does not get tagged on fridays) @antonstrout 
4,watchin Espn's First Take! my favorite mornin show! lol Skip is great tv! fyi Im a Witness! 
4,is showering.  Then off to Robinson for a little shopping. 
4,#must_follow @java4two because she's a great friend that see's the good in everyone 
4,"@mattlaw hang in there sweetie....we might just pull through all this. chin up, stay positive, and feet to pavement "
4,just joined twitter !! 
4,@DestinyHope92 tehee yeaah 
4,"@gillalexander laffing hard here, cant beat cillit bang "
4,@AlanDavidson Thanks for the FF mention. 
4,@SPNobsessed31 g'mornin' 
4,"Looking for anyone doing GD to help me with a logo design, pronto! Huge meal as a reward. "
4,"@verwon You see, this is exactly why we have no trust in our relationship.  It's because we don't have a relationship. "
4,@micoroan25 hey cuz! belated happy birthday 
4,kevin syens can suck itt 
4,@ghengis317 yay for good night sleep and date  i had none of those but i still slept pretty well :p
4,@tishgrier thanks.  surely two finger crossings are better than one! 
4,sister comes today!!! so excited and later picking up cap and gown for graduation on monday 
4,Happy Birthday Lex!  I love you! (no romo) 
4,@DJTygerLilly technically 130p but come anytime  got office to my lonesome
4,Getting ready to go see Disney's &quot;Up&quot; at the theater today with the kiddos!  Yay for Friday.  
4,Packing 
4,Don't tell anyone but I secretly love @paigehopelaugh and @lauraclowson and I can't wait to see them 
4,@khani Yep. I think the world is a safer place now Or more organized in crazyness. Now people will be seeking U out COZ you're crazy 
4,surtei horrores ontem. o show foi liiiindo! thank you guys 
4,@therealsim_o Thanks. I was rather pleased with that turn of phrase myself 
4,Bubbly - Jason Mraz....song of the day for me  totally loving havin 25 degree and the SUN in GLASGOW 
4,@theadocia ... I think the answer to #1 is the fact that people have loosen up a bit (along with their shirts!).     Happy Friday!
4,@ms_miko We don't want you here.  I have no tips.  j/k
4,"@libbytalks: #followfriday @PITCHERPARK for insightful Tweets, great cause, day-maker, caring friend.  Thanks so much Libby! "
4,Feel like summer Santa claus-- gift giving everywhere 
4,"gotta pack up... move to my moms this weekend, then the big move next weekend.  (8 days)"
4,@skesse What the what?!  I think that's supposed to be my line... 
4,@bravenewlady Note taken...and we're following!    Thanks for the heads up...keep spreading the BU love!
4,@JessiO I ended up not being able to go to see @altgeldshrugged last night...sounds like it was crazy though - any funny stories? 
4,listening to &quot;the bad touch&quot;. 
4,@eSsrbLc yaaay FREEDOM 
4,interview went well  ... kinda hopefull
4,@JonathanRKnight OMG LMAOOOOOO!!!!!!  U are too funny Mister!! 
4,"Today, I am a sewing genius! "
4,@LeilaSamoodi thank you 
4,@trent_reznor Thanks again for everything you are doing.  I'll be seeing you in the home of the PENS 
4,@kimidreams just remember us little people when you're rich and famous 
4,@renelannte mousesports.com Holy Grail? Hm? 
4,"@El_Smacky It's a quote from Gilbert &amp; Sullivan's &quot;The Mikado.&quot; It's also quite, quite accurate. "
4,@paparazziprncss Just makin sure 
4,@rainbowlooove miss yu!! 
4,@loovely831 morning 
